# Известные битые относительные ссылки в markdown.
# Перезаписывается `python scripts/check_doc_links.py --update`.
# Новая ссылка, которой здесь нет, роняет гейт; починенную --update уберёт.
# файл	цель	класс	где цель на самом деле
bugs/BUG-929-FIXED.md	BUG-452-OPEN.md	stale-status-suffix	bugs/BUG-452-FIXED.md
bugs/BUG-961-FIXED.md	BUG-786-OPEN.md	stale-status-suffix	bugs/BUG-786-FIXED.md
bugs/BUG-962-OPEN.md	bugs/BUG-479-FIXED.md	wrong-relative-path	bugs/BUG-479-FIXED.md
bugs/BUG-965-OPEN.md	BUG-504-OPEN.md	stale-status-suffix	bugs/BUG-504-FIXED.md
bugs/BUG-975-FIXED.md	bugs/BUG-475-FIXED.md	wrong-relative-path	bugs/BUG-475-FIXED.md
bugs/BUG-975-FIXED.md	bugs/BUG-504-OPEN.md	stale-status-suffix	bugs/BUG-504-FIXED.md
bugs/BUG-975-FIXED.md	bugs/BUG-965-OPEN.md	wrong-relative-path	bugs/BUG-965-OPEN.md
bugs/BUG-977-FIXED.md	BUG-975-OPEN.md	stale-status-suffix	bugs/BUG-975-FIXED.md
bugs/BUG-982-FIXED.md	BUG-685-OPEN.md	stale-status-suffix	bugs/BUG-685-FIXED.md
bugs/BUG-986-FIXED.md	bugs/BUG-995-FIXED.md	wrong-relative-path	bugs/BUG-995-FIXED.md
bugs/BUG-987-FIXED.md	ROADMAP.md	wrong-relative-path	ROADMAP.md
bugs/BUG-987-FIXED.md	bugs/BUG-996-FIXED.md	wrong-relative-path	bugs/BUG-996-FIXED.md
bugs/BUG-990-FIXED.md	BUG-997-OPEN.md	stale-status-suffix	bugs/BUG-997-FIXED.md
bugs/BUG-992-FIXED.md	BUG-993-OPEN.md	stale-status-suffix	bugs/BUG-993-FIXED.md
bugs/BUG-994-FIXED.md	BUG-997-OPEN.md	stale-status-suffix	bugs/BUG-997-FIXED.md
bugs/BUG-995-FIXED.md	BUG-997-OPEN.md	stale-status-suffix	bugs/BUG-997-FIXED.md
bugs/BUG-995-FIXED.md	bugs/BUG-986-FIXED.md	wrong-relative-path	bugs/BUG-986-FIXED.md
docs/automation.md	../bugs/BUG-1034-OPEN.md	stale-status-suffix	bugs/BUG-1034-FIXED.md
docs/decisions/ADR-027-own-vs-vendored-boundary.md	../../crates/engine/font/src/gpos.rs	missing	
docs/decisions/ADR-027-own-vs-vendored-boundary.md	../../crates/engine/font/src/gsub.rs	missing	
docs/decisions/ADR-027-own-vs-vendored-boundary.md	../../crates/engine/font/src/otlayout.rs	missing	
docs/decisions/ADR-027-own-vs-vendored-boundary.md	../../crates/engine/font/src/shape.rs	missing	
docs/decisions/TEMPLATE.md	ADR-NNN-title.md	missing	
docs/engine-gaps.md	../bugs/BUG-877-OPEN.md	stale-status-suffix	bugs/BUG-877-FIXED.md
docs/engine-gaps.md	../bugs/BUG-883-OPEN.md	stale-status-suffix	bugs/BUG-883-FIXED.md
docs/plan/tech-stack.md	crates/core/src/ext.rs	missing	
docs/roadmap-trees.md	roadmap-svg-columns.html	missing	
docs/roadmap-trees.md	roadmap-svg-gitgraph.html	missing	
docs/tasks/README.md	ph3-color-management.md	missing	
docs/tasks/README.md	ph3-contenteditable-selection.md	missing	
docs/tasks/README.md	ph3-element-internals-state.md	missing	
docs/tasks/README.md	ph3-navigation-history-api.md	missing	
docs/tasks/README.md	ph3-print-pipeline.md	missing	
docs/tasks/README.md	ph3-service-workers.md	missing	
docs/tasks/README.md	ph3-web-animations-api.md	missing	
docs/tasks/README.md	ph3-websockets-sse-fetch.md	missing	
docs/tasks/README.md	ph3-woff2-webfonts.md	missing	
docs/tasks/p2-test-track.md	../../bugs/BUG-594-OPEN.md	stale-status-suffix	bugs/BUG-594-FIXED.md
docs/tasks/p2-test-track.md	../../bugs/BUG-596-OPEN.md	stale-status-suffix	bugs/BUG-596-FIXED.md
docs/tasks/p2-test-track.md	../../bugs/BUG-598-OPEN.md	stale-status-suffix	bugs/BUG-598-FIXED.md
docs/tasks/p2-test-track.md	../../bugs/BUG-786-OPEN.md	stale-status-suffix	bugs/BUG-786-FIXED.md
docs/tasks/p2-test-track.md	bugs/BUG-986-FIXED.md	wrong-relative-path	bugs/BUG-986-FIXED.md
docs/tasks/p2-test-track.md	bugs/BUG-995-FIXED.md	wrong-relative-path	bugs/BUG-995-FIXED.md
docs/tasks/p2-wpt-runner-throughput.md	../../bugs/BUG-786-OPEN.md	stale-status-suffix	bugs/BUG-786-FIXED.md
docs/tasks/ph3-tier2-web-apis.md	ph3-navigation-history-api.md	missing	
docs/tasks/ph3-tier2-web-apis.md	ph3-service-workers.md	missing	
docs/tasks/ph3-tier2-web-apis.md	ph3-web-animations-api.md	missing	
docs/tasks/ph3-tier2-web-apis.md	ph3-websockets-sse-fetch.md	missing	
docs/wpt-status.md	../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-status.md	../bugs/BUG-464-OPEN.md	stale-status-suffix	bugs/BUG-464-FIXED.md
docs/wpt-status.md	../bugs/BUG-477-OPEN.md	stale-status-suffix	bugs/BUG-477-DUPLICATE.md
docs/wpt-status.md	../bugs/BUG-482-OPEN.md	stale-status-suffix	bugs/BUG-482-FIXED.md
docs/wpt-status.md	../bugs/BUG-569-OPEN.md	stale-status-suffix	bugs/BUG-569-FIXED.md
docs/wpt-status.md	../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-status.md	../bugs/BUG-575-OPEN.md	stale-status-suffix	bugs/BUG-575-FIXED.md
docs/wpt-status.md	../bugs/BUG-576-OPEN.md	stale-status-suffix	bugs/BUG-576-FIXED.md
docs/wpt-status.md	../bugs/BUG-586-OPEN.md	stale-status-suffix	bugs/BUG-586-FIXED.md
docs/wpt-status.md	../bugs/BUG-588-OPEN.md	stale-status-suffix	bugs/BUG-588-FIXED.md
docs/wpt-status.md	../bugs/BUG-612-OPEN.md	stale-status-suffix	bugs/BUG-612-FIXED.md
docs/wpt-status.md	../bugs/BUG-615-OPEN.md	stale-status-suffix	bugs/BUG-615-FIXED.md
docs/wpt-status.md	../bugs/BUG-616-OPEN.md	stale-status-suffix	bugs/BUG-616-FIXED.md
docs/wpt-status.md	../bugs/BUG-617-OPEN.md	stale-status-suffix	bugs/BUG-617-FIXED.md
docs/wpt-status.md	../bugs/BUG-685-OPEN.md	stale-status-suffix	bugs/BUG-685-FIXED.md
docs/wpt-status.md	../bugs/BUG-699-OPEN.md	stale-status-suffix	bugs/BUG-699-FIXED.md
docs/wpt-status.md	../bugs/BUG-704-OPEN.md	stale-status-suffix	bugs/BUG-704-FIXED.md
docs/wpt-status.md	../bugs/BUG-712-OPEN.md	stale-status-suffix	bugs/BUG-712-FIXED.md
docs/wpt-status.md	../bugs/BUG-713-OPEN.md	stale-status-suffix	bugs/BUG-713-FIXED.md
docs/wpt-status.md	../bugs/BUG-719-OPEN.md	stale-status-suffix	bugs/BUG-719-FIXED.md
docs/wpt-status.md	wpt-vendor-notes/<slug>.md	missing	
docs/wpt-vendor-notes/css.md	../../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-464-OPEN.md	stale-status-suffix	bugs/BUG-464-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-465-OPEN.md	stale-status-suffix	bugs/BUG-465-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-466-OPEN.md	stale-status-suffix	bugs/BUG-466-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-468-OPEN.md	stale-status-suffix	bugs/BUG-468-DUPLICATE.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-469-OPEN.md	stale-status-suffix	bugs/BUG-469-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-473-OPEN.md	stale-status-suffix	bugs/BUG-473-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-477-OPEN.md	stale-status-suffix	bugs/BUG-477-DUPLICATE.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-483-OPEN.md	stale-status-suffix	bugs/BUG-483-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-496-OPEN.md	stale-status-suffix	bugs/BUG-496-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-497-OPEN.md	stale-status-suffix	bugs/BUG-497-DUPLICATE.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-499-OPEN.md	stale-status-suffix	bugs/BUG-499-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-501-OPEN.md	stale-status-suffix	bugs/BUG-501-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-502-OPEN.md	stale-status-suffix	bugs/BUG-502-FIXED.md
docs/wpt-vendor-notes/css.md	../../bugs/BUG-504-OPEN.md	stale-status-suffix	bugs/BUG-504-FIXED.md
docs/wpt-vendor-notes/dom.md	../../bugs/BUG-482-OPEN.md	stale-status-suffix	bugs/BUG-482-FIXED.md
docs/wpt-vendor-notes/html-longdesc.md	../../bugs/BUG-602-OPEN.md	stale-status-suffix	bugs/BUG-602-FIXED.md
docs/wpt-vendor-notes/html-longdesc.md	../../bugs/BUG-612-OPEN.md	stale-status-suffix	bugs/BUG-612-FIXED.md
docs/wpt-vendor-notes/idle-detection.md	../../bugs/BUG-615-OPEN.md	stale-status-suffix	bugs/BUG-615-FIXED.md
docs/wpt-vendor-notes/imagebitmap-renderingcontext.md	../../bugs/BUG-616-OPEN.md	stale-status-suffix	bugs/BUG-616-FIXED.md
docs/wpt-vendor-notes/imagebitmap-renderingcontext.md	../../bugs/BUG-617-OPEN.md	stale-status-suffix	bugs/BUG-617-FIXED.md
docs/wpt-vendor-notes/inert.md	../../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-vendor-notes/inert.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/input-events.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/intersection-observer.md	../../bugs/BUG-482-OPEN.md	stale-status-suffix	bugs/BUG-482-FIXED.md
docs/wpt-vendor-notes/layout-instability.md	../../bugs/BUG-525-OPEN.md	stale-status-suffix	bugs/BUG-525-FIXED.md
docs/wpt-vendor-notes/long-animation-frame.md	../../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-vendor-notes/long-animation-frame.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/permissions-policy.md	../../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-vendor-notes/permissions-policy.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/pointerlock.md	../../bugs/BUG-596-OPEN.md	stale-status-suffix	bugs/BUG-596-FIXED.md
docs/wpt-vendor-notes/quirks.md	../../bugs/BUG-482-OPEN.md	stale-status-suffix	bugs/BUG-482-FIXED.md
docs/wpt-vendor-notes/quirks.md	../../bugs/BUG-501-OPEN.md	stale-status-suffix	bugs/BUG-501-FIXED.md
docs/wpt-vendor-notes/quirks.md	../../bugs/BUG-552-OPEN.md	stale-status-suffix	bugs/BUG-552-DUPLICATE.md
docs/wpt-vendor-notes/scroll-to-text-fragment.md	../../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-vendor-notes/scroll-to-text-fragment.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/selection.md	../../bugs/BUG-462-OPEN.md	stale-status-suffix	bugs/BUG-462-FIXED.md
docs/wpt-vendor-notes/shadow-dom.md	../../bugs/BUG-464-OPEN.md	stale-status-suffix	bugs/BUG-464-FIXED.md
docs/wpt-vendor-notes/shadow-dom.md	../../bugs/BUG-477-OPEN.md	stale-status-suffix	bugs/BUG-477-DUPLICATE.md
docs/wpt-vendor-notes/shadow-dom.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/soft-navigation-heuristics.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/svg.md	../../bugs/BUG-464-OPEN.md	stale-status-suffix	bugs/BUG-464-FIXED.md
docs/wpt-vendor-notes/svg.md	../../bugs/BUG-477-OPEN.md	stale-status-suffix	bugs/BUG-477-DUPLICATE.md
docs/wpt-vendor-notes/svg.md	../../bugs/BUG-685-OPEN.md	stale-status-suffix	bugs/BUG-685-FIXED.md
docs/wpt-vendor-notes/uievents.md	../../bugs/BUG-574-OPEN.md	stale-status-suffix	bugs/BUG-574-FIXED.md
docs/wpt-vendor-notes/viewport-segments.md	../../bugs/BUG-481-OPEN.md	stale-status-suffix	bugs/BUG-481-FIXED.md
docs/wpt-vendor-notes/visual-viewport.md	../../bugs/BUG-481-OPEN.md	stale-status-suffix	bugs/BUG-481-FIXED.md
docs/wpt-vendor-notes/wasm.md	../../bugs/BUG-699-OPEN.md	stale-status-suffix	bugs/BUG-699-FIXED.md
docs/wpt-vendor-notes/web-animations.md	../../bugs/BUG-704-OPEN.md	stale-status-suffix	bugs/BUG-704-FIXED.md
docs/wpt-vendor-notes/web-bundle.md	../../bugs/BUG-606-OPEN.md	stale-status-suffix	bugs/BUG-606-FIXED.md
docs/wpt-vendor-notes/webgpu.md	../../bugs/BUG-712-OPEN.md	stale-status-suffix	bugs/BUG-712-FIXED.md
docs/wpt-vendor-notes/webhid.md	../../bugs/BUG-615-OPEN.md	stale-status-suffix	bugs/BUG-615-FIXED.md
docs/wpt-vendor-notes/webhid.md	../../bugs/BUG-713-OPEN.md	stale-status-suffix	bugs/BUG-713-FIXED.md
docs/wpt-vendor-notes/webidl.md	../../bugs/BUG-529-OPEN.md	stale-status-suffix	bugs/BUG-529-FIXED.md
docs/wpt-vendor-notes/webmcp.md	../../bugs/BUG-712-OPEN.md	stale-status-suffix	bugs/BUG-712-FIXED.md
docs/wpt-vendor-notes/webmcp.md	../../bugs/BUG-713-OPEN.md	stale-status-suffix	bugs/BUG-713-FIXED.md
docs/wpt-vendor-notes/webmidi.md	../../bugs/BUG-713-OPEN.md	stale-status-suffix	bugs/BUG-713-FIXED.md
docs/wpt-vendor-notes/webmidi.md	../../bugs/BUG-719-OPEN.md	stale-status-suffix	bugs/BUG-719-FIXED.md
docs/wpt-vendor-notes/webrtc-extensions.md	../bugs/BUG-1058-FIXED.md	wrong-relative-path	bugs/BUG-1058-FIXED.md
docs/wpt-vendor-notes/webrtc-identity.md	../bugs/BUG-1058-FIXED.md	wrong-relative-path	bugs/BUG-1058-FIXED.md
docs/wpt-vendor-notes/webrtc-priority.md	../bugs/BUG-1058-FIXED.md	wrong-relative-path	bugs/BUG-1058-FIXED.md
docs/wpt-vendor-notes/webrtc-svc.md	../bugs/BUG-1058-FIXED.md	wrong-relative-path	bugs/BUG-1058-FIXED.md
docs/wpt-vendor-notes/webrtc.md	../bugs/BUG-1058-FIXED.md	wrong-relative-path	bugs/BUG-1058-FIXED.md
docs/wpt-vendor-notes/window-management.md	../../bugs/BUG-667-OPEN.md	stale-status-suffix	bugs/BUG-667-FIXED.md
docs/wpt/pass-rate.md	../../bugs/BUG-786-OPEN.md	stale-status-suffix	bugs/BUG-786-FIXED.md
subsystems/html-parser.md	../bugs/BUG-685-OPEN.md	stale-status-suffix	bugs/BUG-685-FIXED.md
subsystems/js.md	../bugs/BUG-685-OPEN.md	stale-status-suffix	bugs/BUG-685-FIXED.md
subsystems/js.md	../bugs/BUG-752-OPEN.md	stale-status-suffix	bugs/BUG-752-FIXED.md
subsystems/shell.md	../bugs/BUG-529-OPEN.md	stale-status-suffix	bugs/BUG-529-FIXED.md
subsystems/shell.md	../bugs/BUG-744-OPEN.md	stale-status-suffix	bugs/BUG-744-FIXED.md
